304.010,,PVC hidroizolacija krova,,,,,221870,,,
304.010.00100,,"- Krovni sustav objekta - dobava materijala, parna brana","Dobava materijala za izvedbu sustava ravnog krova.
Parna brana: reakcija na požar F od polietilenske folije ojačane mrežicom u svrhu povećanja čvrstoće , debljine 0,2 mm, s jednim slojem, s preklapanjem i lijepljenim spojevima
PONUĐENA DOBAVA I MONTAŽA",4450,m2,2,8900,,0,
304.010.00105,,"- Krovni sustav objekta - dobava materijala, izolacija krova","Dobava materijala za izvedbu sustava ravnog krova.
Toplinska izolacija: ploče od kamene vune dvoslojne gustoće ROCKWOOL HARDROCK 1000, reakcije na požar razred A1 prema HRN EN 13501-1
Koeficijent toplinske provodljivosti: [ prema projektu toplinske zaštite ]
Debljina izolacije: [160] mm - jedan sloj
PONUĐENA DOBAVA I MONTAŽA",4375,m2,25,109375,,0,25
304.010.00110,,"- Krovni sustav objekta - dobava materijala, izolacija krova","Dobava materijala za izvedbu sustava ravnog krova.
Brtvene trake za krov: brvljenje krova od mekog Polivinilklorida s pojačanjem o sintetičkih vlakana debljine 1,8mm reakcije na požar B(krov)t1
Podloga: toplinska izolacija
Zadani proizvod brtvena traka za krov:
WOLFIN Cosmofin FG 1,8 mm
Renolit SE BU Waterproofing Alkorplan 35176, 1,8 mm
Bauder Thermofol U 18, boja svijetlo siva
Sika Sikaplan 18 G
FDT Rhenofol CV, 1,8 mm                                                                                                                                              PONUĐENA DOBAVA I MONTAŽA",4375,m2,18,78750,,0,
304.010.00115,,"- Krovni sustav objekta - izolacija krova, ukupna debljina [ 160 ] mm, ugradnja","Postava materijala za izvedbu sustava ravnog krova. Sve radove izvesti prema pravilu struke, uključena montaža, spojna sredstva, sav ostali rad i ostali sitni materijal kako bi se stavka izvela do gotove funkcionalnosti. Krov se sastoji od:
Parna brana: reakcija na požar F od polietilenske folije ojačane mrežicom u svrhu povećanja čvrstoće , debljine 0,2 mm, s jednim slojem, s preklapanjem i lijepljenim spojevima
Toplinska izolacija: ploče od kamene vune dvoslojne gustoće ROCKWOOL HARDROCK 1000, reakcije na požar razred A1 prema HRN EN 13501-1 ugrađene prema uputama proizvođača.
Debljina izolacije: [ 160 ] mm - jedan sloj
Brtvene trake za krov: brvljenje krova od mekog Polivinilklorida s pojačanjem o sintetičkih vlakana debljine 1,8mm reakcije na požar B(krov)t1, šavni spoj zavarivanjem toplim zrakom ili toplim plinom. Ugradnja prema uputama proizvođača uključivo sav rad i materijal kako bi se izolacija izvela do gotove funkcionalnosti

Podloga: Trapezni lim",4375,m2,montaža ponuđena u prethodne 3 stavke ,-,,0,
304.010.00120,,- izolacija atike,"Dobava i postava krovne hidroizolacije atike od mekog Polivinilklorida s pojačanjem o sintetičkih vlakana debljine 1,8mm reakcije na požar B(krov)t1, šavni spoj zavarivanjem toplim zrakom ili toplim plinom. Izolacija završava na kaširani lim sa PU kitom u dvije zone. Ugradnja prema uputama proizvođača uključivo sav rad i materijal kako bi se izolacija izvela do gotove funkcionalnosti. Posebno obratit pažnju na ljepljenje - brtvljenje spoja izolacije sa nadozidom kako vjetar ne bi propuhao ili nadigao izolaciju.

Podloga: limeni sendvič panel ili izolacija od kamene vune",160,m2,25,4000,,0,
304.010.00125,,x..ATK1..x - lim za prihvat izolacije atike,"Dobava i postava pocinčanog lima debljine 1mm za prihvat izolacije atike. Lim prihvatiti za zid atke izveden od limenoh panela odgovarajućim spojnim sredstvima. Izvedba do gotove funkcionalnosti.

Razvijena širina lima: [0,40] m
Širina zida atike: [0,14] m",310,m,15,4650,,0,
304.010.00130,,- hodna staza,"Polaganje hodne protuklizne trake na krovu objekta u širini 100 cm, od materijala sukladno sistemu hidroizolacije krova s protukliznom površinom. Izvedba do gotove funkcionalnosti.",307,m2,22,6754,,0,
304.010.00135,,- padovi ravnog krova,"Izvedba padova ravnog krova s Rockfall tipskim elementima kamene vune velike gustoće. Dobava i ugradnja elemnata za odvodnju ravnih krovova. Postava gotovih ploča od kamene vune s nagibom u dva smjera od 2% i 8% za postizanje točkaste odvodnje. Elementi se postavljaju na osnovnu toplinsku izolaciju ravnog krova.
Tehničke karakteristike proizvoda:
• reakcija na požar razred A1 prema HRN EN 13501-1
• deklarirana toplinska provodljivost ʎd ≤ 0,040 W/mK prema HRN EN 12667
• Tlačna čvrstoća CS(10) | σ10= 70 kPa HRN EN 826
• Točkasto opterećenje PL(5) | Fp =600 N | HRN EN 12430
Pričvršćivanje: prema uputi proizvođača
U cijeni sav rad, materijal kako bi se stavka izvela do gotove funkcionalnosti.

Potrebna površina za izvest u padu: 150 m2.

- Rockfall elementi 0,5*1,0 m za točkastu odvodnju 2 i 8 %: [300] kom
- Rockfall elementi 0,5*1,0 m za nadvišenje d= 80 mm: [250] kom",1,kpl,9441,9441,,0,
304.020,,Hidroizolacija krova FPO (Polyolefin),,,,,,,,
304.030,,Bitumenska hidroizolacija krova,,,,,,,,
304.040,,Hidroizolacija terase,,,,,2180,,,
304.040.00100,,x..FB10.1..x - izolacijski sustav terasa na katu,"Dobava i postava materijala za izvedbu sustava izolacije poda terasa na katu. Sve radove izvesti prema uputama proizvođača i do gotove funkcionalnosti. Pod se sastoji od:

Parna brana d=3mm: na bazi destiliranog polimer-bitumena sa AL slojem i finim posipom sa gornje strane tipa kao SikaShield VB P21 T , proizvođača Sika AG ili jednakovrijedno. Ojačana je mrežicom od staklenih vlakana sa uzdužnim pletivom i kaširana sa aluminijskom folijom, koja ima ulogu parne brane ili barijere za kondenzat sa podloge.
Toplinska izolacija d= [20] mm, toplinska vodljivost [xxx] W/mK: ekstrudirani PoliStiren s preklopom, razred E prema DIN EN 13501.
Hidroizolacija: sintetičke membrane na bazi FPO-a, uključivo i nadvišenje te ojačanje na na kutevima. Membrana armirana staklenim pletivom, bež boje, UV stabilna, debljine d= 2,0 mm, prema EN 13967 tipa kao Sarnafil TG 66-20 ili jednkovrijedo. Membrane se slobodno polažu te obodno mehanički fiksiraju za podlogu. Spojevi se obrađuju vrućim zrakom sa širinom vara od min. 3 cm, preklop 8 cm, u skladu s propisanom tehnologijom od strane proizvođača membrane.
Zaštita hidroizolacije: zaštitni geotekstil 300 g/m2 na bazi polipropilena (PP,termo fiksirani) s preklopom od 10 cm u svrhu zaštite hidroizolacijske membrane, tipa kao Sika geotekstil 300PP ili jednakovrijedan.

Podloga: Beton",13,m2,80,1040,,0,
304.040.00105,,x..FB10.1..x - izolacijski sustav; prijelazne trake,"Dobava i postave te izrada detalja završetka H.I. membrane ugradnjom prijelazne FPO trake tipa kao Sarnafil Dilatec ER 300, r.š. 30,0cm , koja se jednim dijelom lijepi za podlogu ( epoksidim mortom Sikadur 31+) , a drugim dijelom vari na FPO membranu u polju. Detalj primijeniti na svim spojevima tj. završecima FPO membrane gdje nije moguće ostvariti vertikalni završetak folije na visini od min. 15,0cm od kote završne obloge ( parapetni obodni zidovi , podštok stolarije, metalna konstrukcija ograde i sl.) . Podlogu prije aplikacije trake potrebno odmastiti i pripremiti za prihvat trake. Ugradnja prema teh.listu proizvoda.",15,m1,30,450,,0,
304.040.00110,,x..FB10.1..x - izolacijski sustav; kaširani lim,"Dobava i postava specijalnih profila od galvaniziranog čeličnog lima 0,6mm laminiranog sa slojem FPO membrane 1,1mm, iz sustava proizvođača HI membrane tipa kaoa Sarnafil TPO lim ilijednakovrijedno. Kontakt lima i podloge dodatno brtviti trajnoelastičnim kitom na bazi poliuretana , odgovarajućim temeljnim premazom i PE ispunom za fuge.

donji kutni i gornji završni kaširani lim r.š. 7,0cm",15,m1,10,150,,0,
304.040.00115,,x..FB10.1..x - izolacijski sustav; obrada prodora cijevi,"Obrada prodora cijevi kroz hidroizolacijsku membranu ugradnjom nearmirane hidroizolacijske membrane na bazi mekog TPO-a tipa kao SARNAFIL TG 66-15D ili jednakovrijednog .
Spoj sa postojećom hidroizolacijom iz polja se termozavaruje, dok se spoj membrane sa cijevima ispunjava PU kitom kao SikaHyflex 250 Facade ili sl. i priteže metalnim obujmicama traženog promjera.

prodora promjera ø: [75] mm",1,kom,40,40,,0,
304.040.00125,,- polimer-cementna hidroizolacija,"Dobava i ugradnja dvokomponentnog mikroarmiranog polimer-cementnog premaza tipa kao Sikalastic-152 proizvođača Sika AG ili jednkovrijedno, sa visokim modulom elastičnosti, na bazi cementa sa specijalnim alkalno otpornim polimerima, i sadržajem sitnog agregata, prema HRN EN 14891:2012 klasa CMO2P i EN 1504-9 (Principi 1, 2 i 8) . Proizvod se na podlogu nanosi postupkom špricanja / ručno u ukupnoj suhoj debljini min. 2mm. Na mjestima dilatacija fuga, spojeva između vodoravnih i okomitih površina te odvoda, potrebno je ugraditi specijalnu traku, širine 120mm, na bazi termoplastičnog elastomera (TPE) obostrano kaširana sa polipropilenskim geotekstilom. Na mjestima prodora ugraditi gotove manžete iz sustava. Mort se izvodi u minimalno dva sloja na pravilno dilatirani estrih. Polimercemntnu hidroizolaciju aplicirati i vertikalno po zidu u visini od min.15,0cm. Potrošnja hidroizolacijskog premaza za minimalno 2 sloja je cca 4,0 kg/m2.",15.5,m2,25,387.5,,0,
304.040.00130,,- polimer-cementna hidroizolacija; obrada kutnih spojeva,"Brtvljenje kuteva i dilatacija u estrihu sa kutnom trakom tipa kao Sika Seal tape F (termoplastični elastomer) ili jednakovrijedno.Traka je široka 12,0 cm te se aplicira u kuteve i dilatacije utapanjem u sviježi sloj hidroizolacijskog premaza.Trake se prekrivaju istim materijalom po cijeloj izloženoj površini.",15,m1,7.5,112.5,,0,
304.050,,Nadgrađe i uređaji,,,,,10450,,,
304.050.00100,,x..NÜ1..x - Preljev,"Dobava i postava tipskog preljeva za slučajeve nužde (rigalica) od tvrde plastike, siva boja ili boja materijala fasade. Postava u fasadi(atici) iznad vanjskog sloja krova, pravokutnog oblika s neznatno nakošenim izljevom (5°), otporan na hladnoću do minimalno-40°C i otporan na ultraljubičasto zračenje, s prirubnicom od PVC-a ili polipropilena za priključivanje plastičnih krovnih traka od polivinilklorida (PVC) ili fleksibilnog poliolefina (FPO).

Dimenzije: do 100/300 mm
Dužina odvoda: do 600 mm
Brtvena traka za krov: [PVC]",15,kom,150,2250,,0,
304.050.00105,,- Brtvljenje prodora kroz krov; okrugle cijevi,"Obrada prodora instalacija kroz brtveni sustav krova različitih dimenzija okruglog presjeka prema uputama tehnologa proizvođača postavljenog sustava. Cijenom uključiti sve spojne limove, prirubnice, toplinsku izolaciju, hidroizolaciju te sav ostali rad i materijal kako bi se stavka izvela do gotove funkcionalnosti.

Dimenzije prodora: do DN [300]
Brtvena traka za krov: [PVC]",35,kom,40,1400,,0,
304.050.00110,,- Brtvljenje prodora kroz krov; pravokutne ili kvadratne cijevi,"Obrada prodora instalacija kroz brtveni sustav krova različitih dimenzija kvadratnoh ili pravokutnog presjeka prema uputama tehnologa proizvođača postavljenog sustava. Cijenom uključiti sve spojne limove, prirubnice, toplinsku izolaciju, hidroizolaciju te sav ostali rad i materijal kako bi se stavka izvela do gotove funkcionalnosti.

Dimenzije prodora: [200/200] mm
Brtvena traka za krov: [PVC]",15,kom,60,900,,0,
304.050.00115,,- Brtvljenje prodora kroz krov; čelična potkonstrukcija nepravilnog oblika,"Obrada prodora čelične potkonstrukcije nepravilnog oblika/presjeka kroz brtveni sustav krova različitih dimenzija prema uputama tehnologa proizvođača postavljenog sustava. Cijenom uključiti sve spojne limove, toplinsku izolaciju, hidroizolaciju te sav ostali rad i materijal kako bi se stavka izvela do gotove funkcionalnosti.

Dimenzije prodora: prema projektu
Brtvena traka za krov: [PVC]",5,kom,60,300,,0,
304.050.00120,,- prihvat plastičnih podložaka gromobranske instalacije,Prihvat postavljenih tipskih plastičnih podložaka gromobranske instalacije za PVC krovnu hidroizolaciju.,1200,kom,3,3600,,0,
304.050.00125,,- brtvljenje sekuranata,Obrada prodora stupića zaštitnih sidara kao zaštita od pada s ravnog krova za PVC krovnu hidroizolaciju. Obrada prodora prema uputama tehnologa ugrađene hidroizolacije sa svim potrebnim radom i materijalom kako bi se stavka izvela do gotove funkcionalnosti.,32,kom,40,1280,,0,
304.050.00130,,- Brtvljenje prodora oko slivnika,"Spoj slivnika na brtveni sustav krova prema uputama tehnologa proizvođača. Cijenom obuhvatiti sav rad i materijal kako bi se stavka izvela do gotove funkcionalnosti.
Dimenzija slivnika: DN [xxx]
Brtvena traka za krov: [PVC]",18,kom,40,720,,0,
304.060,,Zaštita od pada,,,,,8200,,,
304.060.00100,,"- isporuka i ugradnja zaštitnih sidra kao zaštita od pada, trapezni lim","Dobava i ugradnja zaštitnih sidara kao zaštita od pada s ravnog krova tzv. sekuranata ABS POINT. Točkasta sidra su promjera 16 mm , izrađena od nehrđajučeg čelika , ispitana i u skladu s HRN EN 795. Sidra se montiraju na trapezni lim minimalne debljine 0,88mm. Sidro izvesti minimalno 20cm iznad hidroizolacije.
Visina pada: do [10,0] m
Visina krovne konstrukcije: do 300 mm
Montažna podloga: Trapezni lim                                                                                                                              U cijenu uključena i termoizolacijska obloga zaštitnih sidara sukladno KABA.",32,kom,225,7200,,0,
304.060.00105,,"- isporuka i ugradnja sustava za spašavanje, trapezni lim","Sustav za sigurnosno uže prema DIN EN 795 razred C za pričvršćivanje osobne zaštitne opreme protiv pada, u različitim pojedinačnim dužinama, koji se sastoji od nosača i sustava užeta, nosači izolirani s unutarnje strane, izvedba sukladno montažnoj podlozi, broj i razmak nosača prema potrebi, isporučiti i montirati, uklj. sredstva za pričvršćivanje sukladno montažnoj podlozi, kutne, krajnje i unutarnje nosače, sustav užeta s držačima, bravama, zaobilascima, itd.
Visina pada: do [10,0] m
Visina krovne konstrukcije: do 300 mm
Montažna podloga: Trapezni lim",306,m,sve potrebno za sidra je uključeno u prethodnoj stavci a sve potrebno za osobnu zaštitnu opremu je ponuđeno u narednoj stavci,-,,0,
304.060.00110,,- Osobna zaštitna oprema,"Osobna zaštitna oprema za osiguravanje kod radova na krovovima s točkama prihvata odnosno sustavom za sigurnosno uže uključuje:
- Zatezno uže prema DIN-EN 795 razred C za vodoravno spajanje pojedinačnih točaka prihvata, dužine 16 m, kao privremeni način prihvata
- Sigurnosno uže s pratećim uređajem za prihvat i ublaživačem pada prema EN 353-2, prikladno za vodoravnu primjenu, dužina užeta 5 m
- Pojas za spašavanje i hvatanje prema EN 361
- Zidni metalni ormar, s premazom u prahu, bijeli, dimenzije ca. 600/700/250 mm za odlaganje gore navedene Osobne zaštitne opreme",1,kom,1000,1000,,0,
304.070,,Hidroizolacijski radovi,,,,,1700,,,
304.070.00100,,"- Dodatak brtvenom sustavu, ugradnja klinova od XPS tvrde pjene, dim 50/50mm","Dodatak za gore Navedeni brtveni sustav, za ugradnju klinova od ekstrudirane polistirolske tvrde pjene (XPS), u različitim pojedinačnim dužinama, dimenzije ca. 50/50 mm, isporučiti i montirati na sve unutarnje kutove.",340,m,5,1700,,0,
304.080,,Ostali,,,,,4600,,,
304.080.00105,,- Ispitivanje nepropusnosti prema smjernicama,"Ispitivanje nepropusnosti i pretraživanje pukotina pomoću elektropulsne metode, uklj. dokumentaciju.",4375,m2,0.8,3500,,0,
304.080.00110,,- zaštitna površina od betonskih ploča 50/50cm,"Zaštitnu površinu, dimenzija do 2,0/2,0 m, od betonskih ploča 50/50 cm, debljine 4 cm, uklj. zaštitni sloj, isporučiti i ugraditi na brtveni sustav.",1,kom,300,300,,0,
304.080.00115,,- zaštitne površine izrađene od gumenih granulatnih ploča debljine 10mm,"Zaštitne površine, u različitim pojedinačnim dimenzijama, od gumenog granulata, debljine 10 mm, isporčiti, postaviti i pričvrstiti na brtvenu traku krova.",8,m2,100,800,,0,
305,,Krovni svjetlosni sustavi,,,,,0,,,
305.000,,Prethodne napomene,,,,,0,,,
305.010,,Krovni prozori,,,,,0,,,
305.020,,Lagane trake,,,,,0,,,
305.030,,Prozor ravnog krova,,,,,0,,,
305.040,,Ostali,,,,,0,,,
305.050,,Prijem / puštanje u rad,,,,,0,,,
305.060,,održavanje,,,,,0,,,
306,,Zeleni krov,,,,,0,,,
306.000,,Prethodne napomene,,,,,0,,,
306.010,,Opsežni zeleni krovovi,,,,,0,,,
306.020,,Intenzivni zeleni krovovi,,,,,0,,,
306.030,,Ostali,,,,,0,,,
307,,Fasada,,,,,0,,,
307.000,,Prethodne napomene,,,,,0,,,
,,ZTV - Dodatni tehnički uvjeti ugovora,"1.) Dodatni ugovoreni tehnički uvjeti dio su troškovnika te u slučaju ugovaranja postaju dio ugovora. Izvođač radova se dakle obavezuje na sve radove i primjene koje proizlaze iz ovih uvjeta te su one uračunate u cijenu, ukoliko nisu zasebno ponuđene.

2.) Cijene stavki se prikazuju kao neto iznos u državnoj valuti. Važeći zakonski propisani porez na dodanu vrijednost obračunava se zasebno.

3.) U slučaju proturječnosti dodatnih ugovorenih tehničkih uvjeta vrijede prvenstveno podaci iz troškovnika. U slučaju proturječnosti između troškovnika i tehničke dokumentacije koja se predaje prilikom natječaja, vrijedi tehnička dokumentacija.

4.) Prije početka davanja ponude, ponuditelj je dužan pažljivo pročitati kompletan tekst općih uvjeta uz troškovnik, općih i posebnih uvjeta uz svaku grupu radova, tekst samog troškovnika i ostale dijelove tehničke dokumentacije. Ako opis bilo koje stavke u troškovniku dovodi do sumnje o načinu izvedbe ili upotrebu gradiva zahtijevane kvalitete, treba prije predaje ponude zatražiti pojašnjenje od ovlaštene osobe Investitora. Naknadno pozivanje na manjkavost ili nepoznavanje projektno-tehničke dokumentacije ili opisa u troškovniku neće se uzeti u obzir, niti smatrati razlogom za produženje roka izvedbe, a niti će se priznati bilo kakva razlika u cijeni s tog naslova.

5.) Tehnička dokumentacija koja se predaje prilikom natječaja informativnog je karaktera, a ponuđač je dužan u svom trošku izvršiti kontrolu projektno tehničke dokumentacije u smislu točnosti, tehničke ispravnosti, izvedivosti i međusobne usklađenosti. Sve eventualne primjedbe ponuditelj/izvoditelj dužan je pravovremeno uz ponudu, a u svakom slučaju prije izvedbe u pisanom obliku dostaviti Nadzoru i Naručitelju

6.) Ponuditelj je dužan provesti i kontrolu lokacije na licu mjesta prije davanja ponude. Jedinične cijene za pojedine vrste radova sadrže i sve one posredne troškove koji nisu iskazani u troškovniku, ali su neminovni za izvršenje radova predviđenih projektom.

7.) Organizacija gradilišta uračunata je u cijenu, ukoliko nije ponuđena kao zasebna stavka.

8.) Dizalice za podizanje, skele, strojevi, alati, pomoćna sredstva i konstrukcije uzeti su u obzir te su uračunati u jediničnu cijenu.

9.) Skele za radove na fasadi i radove na krovu predmet su ovog natječaja. Ponuditelj smije koristiti postojeće skele uz poštivanje sigurnosnih uvjeta i na vlastitu odgovornost. Preinake na skelama nisu dozvoljene te se one moraju predati u ispravnom stanju u kojem su i preuzete.

10.) Kompletnu režiju gradilišta usigurava i rješava ponuditelj/izvođač i i uključena je u jediničnu cijenu.

11.) Ponuditelj je obvezan redovno prikupljati i ,pravilno skladištiti i odvoziti na ovlašteni deponij sve otpadne materijale, ostatke, krhotine, građevinski otpad, ambalaže, obični otpad i slično o vlastitom trošku. Kod odlaganja otpada potrebno je pridržavati se svih javnopravnih uputa i propisa.

12.) Onečišćenja koja uslijed radova nastaju na susjednim terenima, zgradama, putovima, cestama, trgovima i slično, izvođač radova treba svakodnevno čistiti.

13.) Izvođač preuzima odgovornost za osiguravanje, skladištenje i spremanje vlastite građevinske opreme, strojeva, uređaja, alata i slično. Jednako vrijedi i za građevinske materijale, elemente i za ugradnju određenih uređaja i objekata sve do primopredaje obavljenih građevinskih radova.

14.) Prilikom izvođenja radova, izvoditelj treba zaštititi sve susjedne plohe, dijelove konstrukcije i prethodno izvedene radove na prikladan način a u skladu sa pravilima zaštite na radu, tako da ne dođe do oštećenja istih. Troškove zaštite treba izvoditelj ukalkulirati u ponudbenu cijenu izvođenja radova. Ukoliko ipak dođe do oštećenja prethodno izvedenih radova za koje je odgovoran izvoditelj ili njegov kooperant, dužan je iste o svom trošku dovesti u stanje prije oštećenja ili naručiti iste radove kod drugog izvoditelja na svoj teret.

15.) Sve potrebne mjere prema javnopravnim uputama i propisima za sigurnost i zaštitu zdravlja trebaju se uzeti u obzir te ih se treba pridržavati prilikom izvođenja radova.

16.) Prilikom davanja ponude i izvođenja radova treba se uzeti u obzir, uračunati i pridržavati se
- svih državnih i javnopravnih zakona, smjernica i propisa
- svih odgovarajućih tehničkih standarda, pravila i smjernica
- općeprihvaćenih pravila tehnike
- uputa, propisa i napomena proizvođača za ugradnju i obradu
- Kauflandovih građevinskih opisa, ugovorenih uvjeta i ostalih Kauflandovih dokumenata i planova.

17.) Stavke troškovnika obuhvačaju konačno dovršenje radova definiranih po količini i kvaliteti, onosno podrazumijevaju se kao gotove, potpune i funkcionirajuće, uklj. sve potrebne male dijelove i sredstva za pričvršćivanje, pomoćne materijale i sredstva, podkonstrukcije itd., kao i sve dodatne i posebne usluge - čak i kada one nisu detaljno opisane.

18.) Ako su treće stranke uključene u izvođenje predradnji, izvođač radova ih treba provjeravati. U slučaju nepravilnosti ili prigovora pravovremeno treba informirati naručitelja, tako da može tehnički i organizacijski dovršiti poslove.

19.) Obavezno se treba pridržavati svih Kauflandovih proizvodnih uputa, osim ako postoje opravdani razlozi za odstupanje (npr. dostupnost). U tom slučaju izvođač treba ponuditi istovjetni proizvod ili sustav te potvrditi istovjetnost. O njoj odlučuje naručitelj.

20.) Sustavi se izvode isključivo pomoću komponenata koje su predviđene od strane proizvođača sustava.

21.) Svi materijali, građevinski elementi i uređaji koji neposredno utječu na izgled i funkcionalnost prije ugradnje se trebaju provjeriti. Ugrađuju se tek nakon što naručitelj ili ovlaštena osoba odobri ugradnju na gradilištu. O vrsti i obliku uzorka odlučuje naručitelj.

22.) Ako nije drukčije propisano, izmjene postojećih projektnih rješenja od strane ponuditelja/izvođača a koje utječu na mehaničku stabilnost, ponuditelj/izvođač je dužan u svom trošku ishoditi sve suglasnosti, dozvole i sl.
Projekt izvedenog stanja ukalkulirati u jedničnu cijenu te dostaviti Kauflandu u pisanom i digitalnom obliku.

23.) Svi radovi na objektu te primjenjeni sistemi gradnje moraju biti izvedeni prema pravilu struke, odnosnu u granicama dopuštenih tolerancija.

24.) Ukoliko je ugovoreni termin izvršenja objekta uključen i zimski odnosno ljetni period, to se neće posebno izvođaču priznavati na ime naknade za rad pri niskoj temperaturi, zaštita konstrukcija od hladnoće i vrućine, te atmosferskih nepogoda, sve mora biti uključeno u jediničnu cijenu. Za vrijeme zime objekat se mora zaštititi. Svi eventualni smrznuti dijelovi moraju se ukloniti i izvesti ponovo bez bilo kakve naplate. Ukoliko je temperatura niža od temperature pri kojoj je dozvoljen dotični rad, a Investitor ipak traži da se radi, Izvođač si ima pravo zaračunati naknadu po normi 6,006 ali u tom slučaju Izvođač snosi punu odgovornost za ispravnost i kvalitetu rada. To isto vrijedi i za zaštitu radova tokom ljeta od prebrzog sušenja uslijed visoke temperature.

25.) U jediničnu cijenu rada izvođač treba obuhvatiti i slijedeće radove, koji se neće zasebno platiti kao naknadni rad, čak i ako nisu izričito navedenei u troškovniku:
- sve vrste transporta građevinskih materijala, elemenata, uređaja, objekata itd. do mjesta ugradnje
- potrebne i uobičajene pripreme i predobrade tla
- sve vrste bušenja, zavarivanja, lijepljenja, malih dijelova, sredstava za pričvršćivanje, međupoložaja, izolacije, brtvljenja, folija, spojeva itd. koje su potrebne za priključak, montažu i pričvršćivanje građevinskih dijelova i elemenata
- stručna priprema i priključak na sve okolne dijelove, ugradbene i nadgradne elemente i propuste
- sve izrade kutova, spojnih površina i elemenata, završnih elemenata, slobodnih krajeva itd.
- sve podloge za montažu, priključak i pričvršćivanje kao što su beton, zidani elementi, čelik, aluminij, limovi, gips karton, itd.
- potrebne spojne, kose i okrugle rezove te ostatke rezanja
- Izrada otvora i proreza za instalacije i ugradbene elemente drugih izvođača
- interno povezivanje kablovima i priključak objekata, dovod prema električnim trošilima na gradilištu od strane elektro izvođača",,,,,,,
,,Radovi koje je potrebno obuhvatiti jediničnom cijenom,"U sljedećim pozicijama potrebno je uzeti u obzir i uračunati sljedeće usluge, čak i ako nisu izričito navedene:
- Sredstva za pričvršćivanje od nehrđajućeg čelika
- Trodimenzionalno podesive podkonstrukcije
- obojane limove i pravokutne dijelove za priključke, krajeve i prijelaze
- eventualna oštećenja na površini i / ili slojevima pravilno ukloniti
- potrebna pojačanja uslijed povećanog utjecaja vjetra
- Prihvate za fuge na građevinama i promjene dužina uslijed temperaturnih varijacija
- kontrolirano odvođenje kišnice i kišnice nošene vjetrom
- Jednoliko i ravnomjerno postavljanje fuga i vijaka prema planu ili u dogovoru s naručiteljem",,,,,,,
307.010,,Fasadni profilirani lim,,,,,0,,,
307.020,,Fasadni sendvič paneli,,,,,0,,,
,,- Fasadni sendvič elementi-poliuretanska pjena (PIR),"TERMOIZOLACIJSKI FASADNI PANELI
Dobava i postava fasade od sendvić panela dijelom sa jezgrom od poliuretanske pjene (PIR) i dijelom o mineralne vune, debljine 14cm. Izvedba do gotove funkcionalnosti prema detaljima proizvođača i isporučitelja panela. U cijeni sav rad, materijal, spojni pribor, kompletno oblikovanje te skela.
Vanjska strana panela:
• Pokrovni lim s laganim profiliranjem (mikroliniran), prema seriji proizvođača
debljina lima za panel od poliuretanske pjene (PIR) 0,63 mm
debljina lima za panel od mineralne vune 0,63 mm
• Premazivanje bojom: poliesterski premaz, debljina sloja 25 μm
• Ton boje slično RAL 7047/ RAL7016 odn. prema projektno specifičnom dizajnu fasade i uzorku
Unutrašnja strana panela:
• glatki pokrovni limovi
debljina lima za panel od poliuretanske pjene (PIR) 0,40 mm
debljina lima za panel od mineralne vune 0,50 mm
• Premazivanje bojom: poliesterski premaz, ton boje slično RAL 7047 telegrau 4 ili slično RAL 9002 grauweiß odn. prema uzorku

Oblikovani dijelovi
• od porubljenih limova prema planu fasade i smjernicama proizvođača ploče:
• donji završeci fasade s odgovarajućim okapnim profilom, od porubljenih limova
• Bočni završeci fasade oko bravarije (završeci iznad opšava)
• Kutovi i rubovi zgrade
• toplinska izolacija na spojevima
NAPOMENA: Opšavi oko prozora i vrata obrađeni u zasebnoj stavci.
Smjer polaganja: vertikalno
Visina montaže panela od ±0.00 do vrha atike (+10.0)
širina panela 100 cm (sve prema nacrtima)",,,,,,,
